CC COD;CT COD;CCUSTO;CONTA;2020-10
22405;49901053;22405 - LOGISTICA - PR CR;49901053 - RATEIOS LOGISTICA CONTAGEM;941,7435409
22406;42102001;22406 - LOGISTICA - PR CN;42102001 - FRETES SOBRE TRANSFERENCIAS;1585,378985
22406;42102002;22406 - LOGISTICA - PR CN;42102002 - FRETES SOBRE VENDAS;882,5
22406;42102004;22406 - LOGISTICA - PR CN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22406;42102098;22406 - LOGISTICA - PR CN;42102098 - FRETES - AJUSTES PROVISAO;-1408,88
22406;49901054;22406 - LOGISTICA - PR CN;49901054 - RATEIOS LOGISTICA DA FILIAL;2941,116498
22406;49901053;22406 - LOGISTICA - PR CN;49901053 - RATEIOS LOGISTICA CONTAGEM;1343,05911
22450;42102001;22450 - LOGISTICA - ES VR;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22450;42102002;22450 - LOGISTICA - ES VR;42102002 - FRETES SOBRE VENDAS;5013,71
22450;42102004;22450 - LOGISTICA - ES VR;42102004 - FRETES SOBRE DISTRIBUICAO;0
22450;42102098;22450 - LOGISTICA - ES VR;42102098 - FRETES - AJUSTES PROVISAO;-1204,614092
22450;42113001;22450 - LOGISTICA - ES VR;42113001 - DESPESAS COM ARMAZENAGEM;21980,47
22450;49901054;22450 - LOGISTICA - ES VR;49901054 - RATEIOS LOGISTICA DA FILIAL;-362,1059798
22450;49901053;22450 - LOGISTICA - ES VR;49901053 - RATEIOS LOGISTICA CONTAGEM;6326,688536
22452;42102001;22452 - LOGISTICA - ES FR;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22452;42102002;22452 - LOGISTICA - ES FR;42102002 - FRETES SOBRE VENDAS;96,56
22452;42102098;22452 - LOGISTICA - ES FR;42102098 - FRETES - AJUSTES PROVISAO;-5,269179814
22452;49901054;22452 - LOGISTICA - ES FR;49901054 - RATEIOS LOGISTICA DA FILIAL;178,4123313
22452;49901053;22452 - LOGISTICA - ES FR;49901053 - RATEIOS LOGISTICA CONTAGEM;52,15256193
22453;42102001;22453 - LOGISTICA - ES FN;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22453;42102002;22453 - LOGISTICA - ES FN;42102002 - FRETES SOBRE VENDAS;48,91
22453;42102098;22453 - LOGISTICA - ES FN;42102098 - FRETES - AJUSTES PROVISAO;-2,680820186
22453;49901054;22453 - LOGISTICA - ES FN;49901054 - RATEIOS LOGISTICA DA FILIAL;90,77150451
22453;49901053;22453 - LOGISTICA - ES FN;49901053 - RATEIOS LOGISTICA CONTAGEM;26,53385265
22455;42102001;22455 - LOGISTICA - ES CR;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22455;42102002;22455 - LOGISTICA - ES CR;42102002 - FRETES SOBRE VENDAS;174,7
22455;42102004;22455 - LOGISTICA - ES CR;42102004 - FRETES SOBRE DISTRIBUICAO;0
22455;42102098;22455 - LOGISTICA - ES CR;42102098 - FRETES - AJUSTES PROVISAO;19,70196428
22455;49901054;22455 - LOGISTICA - ES CR;49901054 - RATEIOS LOGISTICA DA FILIAL;92,92214398
22455;49901053;22455 - LOGISTICA - ES CR;49901053 - RATEIOS LOGISTICA CONTAGEM;134,1149245
22500;41101001;22500 - LOGISTICA - RS VR;41101001 - SALARIOS;5916,01
22500;41101005;22500 - LOGISTICA - RS VR;41101005 - AJUDA DE CUSTO;313,89
22500;41101008;22500 - LOGISTICA - RS VR;41101008 - ENCARGOS SOCIAIS - INSS;2104,84
22500;41101009;22500 - LOGISTICA - RS VR;41101009 - ENC. SOCIAIS - FGTS;565,31
22500;41101010;22500 - LOGISTICA - RS VR;41101010 - FERIAS;657,33
22500;41101012;22500 - LOGISTICA - RS VR;41101012 - DECIMO TERCEIRO SALARIO;493,01
22500;41101027;22500 - LOGISTICA - RS VR;41101027 - PROVISAO PPR;542,3
22500;41101028;22500 - LOGISTICA - RS VR;41101028 - PROVISAO BANCO DE HORAS;85,26
22500;41102005;22500 - LOGISTICA - RS VR;41102005 - VALE TRANSPORTE;-11,52
22500;41102009;22500 - LOGISTICA - RS VR;41102009 - TICKETS RESTAURANTE;826,5
22500;41102011;22500 - LOGISTICA - RS VR;41102011 - ASSISTENCIA MEDICA;792,34
22500;41102014;22500 - LOGISTICA - RS VR;41102014 - DESP. ODONTOLOGICAS;0,58
22500;41102017;22500 - LOGISTICA - RS VR;41102017 - SEGURO DE VIDA;20,85
22500;42102001;22500 - LOGISTICA - RS VR;42102001 - FRETES SOBRE TRANSFERENCIAS;35308,98424
22500;42102002;22500 - LOGISTICA - RS VR;42102002 - FRETES SOBRE VENDAS;68440,88
22500;42102004;22500 - LOGISTICA - RS VR;42102004 - FRETES SOBRE DISTRIBUICAO;1766,1
22500;42102098;22500 - LOGISTICA - RS VR;42102098 - FRETES - AJUSTES PROVISAO;-4487,527816
22500;42108002;22500 - LOGISTICA - RS VR;42108002 - TELEFONIA MOVEL;66,38
22500;42108003;22500 - LOGISTICA - RS VR;42108003 - CORREIO;340,43
22500;42109008;22500 - LOGISTICA - RS VR;42109008 - CONSULTORIA TI;88,19
22500;42109011;22500 - LOGISTICA - RS VR;42109011 - INTERNET;963,77
22500;42113001;22500 - LOGISTICA - RS VR;42113001 - DESPESAS COM ARMAZENAGEM;37536,4
22500;42115001;22500 - LOGISTICA - RS VR;42115001 - DEPRECIACAO;99,17
22500;49901054;22500 - LOGISTICA - RS VR;49901054 - RATEIOS LOGISTICA DA FILIAL;-19276,2778
22500;49901053;22500 - LOGISTICA - RS VR;49901053 - RATEIOS LOGISTICA CONTAGEM;16185,15143
22501;42102001;22501 - LOGISTICA - RS VN;42102001 - FRETES SOBRE TRANSFERENCIAS;1395,229759
22501;42102002;22501 - LOGISTICA - RS VN;42102002 - FRETES SOBRE VENDAS;5583,19021
22501;42102004;22501 - LOGISTICA - RS VN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22501;42102098;22501 - LOGISTICA - RS VN;42102098 - FRETES - AJUSTES PROVISAO;6024,03
22501;49901054;22501 - LOGISTICA - RS VN;49901054 - RATEIOS LOGISTICA DA FILIAL;1269,955512
22501;49901053;22501 - LOGISTICA - RS VN;49901053 - RATEIOS LOGISTICA CONTAGEM;3384,995972
22502;42102001;22502 - LOGISTICA - RS FR;42102001 - FRETES SOBRE TRANSFERENCIAS;2788,465094
22502;42102002;22502 - LOGISTICA - RS FR;42102002 - FRETES SOBRE VENDAS;8265,35
22502;42102004;22502 - LOGISTICA - RS FR;42102004 - FRETES SOBRE DISTRIBUICAO;110,52
22502;42102098;22502 - LOGISTICA - RS FR;42102098 - FRETES - AJUSTES PROVISAO;1233,181203
22502;49901054;22502 - LOGISTICA - RS FR;49901054 - RATEIOS LOGISTICA DA FILIAL;2680,92796
22502;49901053;22502 - LOGISTICA - RS FR;49901053 - RATEIOS LOGISTICA CONTAGEM;1817,233354
22503;42102001;22503 - LOGISTICA - RS FN;42102001 - FRETES SOBRE TRANSFERENCIAS;129,383107
22503;42102002;22503 - LOGISTICA - RS FN;42102002 - FRETES SOBRE VENDAS;4810,03
22503;42102004;22503 - LOGISTICA - RS FN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22503;42102098;22503 - LOGISTICA - RS FN;42102098 - FRETES - AJUSTES PROVISAO;47,84448269
22503;49901054;22503 - LOGISTICA - RS FN;49901054 - RATEIOS LOGISTICA DA FILIAL;117,7661162
22503;49901053;22503 - LOGISTICA - RS FN;49901053 - RATEIOS LOGISTICA CONTAGEM;354,9801357
22504;42102001;22504 - LOGISTICA - RS FP;42102001 - FRETES SOBRE TRANSFERENCIAS;3715,420322
22504;42102002;22504 - LOGISTICA - RS FP;42102002 - FRETES SOBRE VENDAS;21992,95979
22504;42102004;22504 - LOGISTICA - RS FP;42102004 - FRETES SOBRE DISTRIBUICAO;0
22504;42102098;22504 - LOGISTICA - RS FP;42102098 - FRETES - AJUSTES PROVISAO;-31540,19401
22504;49901054;22504 - LOGISTICA - RS FP;49901054 - RATEIOS LOGISTICA DA FILIAL;3383,401355
22504;49901053;22504 - LOGISTICA - RS FP;49901053 - RATEIOS LOGISTICA CONTAGEM;9054,680533
22505;42102001;22505 - LOGISTICA - RS CR;42102001 - FRETES SOBRE TRANSFERENCIAS;3108,42799
22505;42102002;22505 - LOGISTICA - RS CR;42102002 - FRETES SOBRE VENDAS;6489,89
22505;42102004;22505 - LOGISTICA - RS CR;42102004 - FRETES SOBRE DISTRIBUICAO;59,42
22505;42102098;22505 - LOGISTICA - RS CR;42102098 - FRETES - AJUSTES PROVISAO;-287,33
22505;49901054;22505 - LOGISTICA - RS CR;49901054 - RATEIOS LOGISTICA DA FILIAL;2829,329889
22505;49901053;22505 - LOGISTICA - RS CR;49901053 - RATEIOS LOGISTICA CONTAGEM;1425,477718
22506;42102001;22506 - LOGISTICA - RS CN;42102001 - FRETES SOBRE TRANSFERENCIAS;4511,749977
22506;42102002;22506 - LOGISTICA - RS CN;42102002 - FRETES SOBRE VENDAS;6595,21
22506;42102098;22506 - LOGISTICA - RS CN;42102098 - FRETES - AJUSTES PROVISAO;-810,17
22506;49901054;22506 - LOGISTICA - RS CN;49901054 - RATEIOS LOGISTICA DA FILIAL;4106,651048
22506;49901053;22506 - LOGISTICA - RS CN;49901053 - RATEIOS LOGISTICA CONTAGEM;2069,019801
22550;41101001;22550 - LOGISTICA - SC VR;41101001 - SALARIOS;2923,24
22550;41101005;22550 - LOGISTICA - SC VR;41101005 - AJUDA DE CUSTO;174,38
22550;41101008;22550 - LOGISTICA - SC VR;41101008 - ENCARGOS SOCIAIS - INSS;1131,17
22550;41101009;22550 - LOGISTICA - SC VR;41101009 - ENC. SOCIAIS - FGTS;331,48
22550;41101010;22550 - LOGISTICA - SC VR;41101010 - FERIAS;765,17
22550;41101012;22550 - LOGISTICA - SC VR;41101012 - DECIMO TERCEIRO SALARIO;455,09
22550;41101027;22550 - LOGISTICA - SC VR;41101027 - PROVISAO PPR;267,96
22550;41101028;22550 - LOGISTICA - SC VR;41101028 - PROVISAO BANCO DE HORAS;148,78
22550;41102001;22550 - LOGISTICA - SC VR;41102001 - MEDICAMENTOS;-1,37
22550;41102009;22550 - LOGISTICA - SC VR;41102009 - TICKETS RESTAURANTE;417,75
22550;41102011;22550 - LOGISTICA - SC VR;41102011 - ASSISTENCIA MEDICA;255,06
22550;41102014;22550 - LOGISTICA - SC VR;41102014 - DESP. ODONTOLOGICAS;-0,87
22550;41102017;22550 - LOGISTICA - SC VR;41102017 - SEGURO DE VIDA;9,88
22550;42102001;22550 - LOGISTICA - SC VR;42102001 - FRETES SOBRE TRANSFERENCIAS;14943,01414
22550;42102002;22550 - LOGISTICA - SC VR;42102002 - FRETES SOBRE VENDAS;54086,27
22550;42102004;22550 - LOGISTICA - SC VR;42102004 - FRETES SOBRE DISTRIBUICAO;607,73
22550;42102098;22550 - LOGISTICA - SC VR;42102098 - FRETES - AJUSTES PROVISAO;-17070,78731
22550;42103002;22550 - LOGISTICA - SC VR;42103002 - ALUGUEIS DE IMOVEIS;1815
22550;42108002;22550 - LOGISTICA - SC VR;42108002 - TELEFONIA MOVEL;66,38
22550;42113001;22550 - LOGISTICA - SC VR;42113001 - DESPESAS COM ARMAZENAGEM;20717,97
22550;42115001;22550 - LOGISTICA - SC VR;42115001 - DEPRECIACAO;55,6
22550;49901054;22550 - LOGISTICA - SC VR;49901054 - RATEIOS LOGISTICA DA FILIAL;-4714,151403
22550;49901053;22550 - LOGISTICA - SC VR;49901053 - RATEIOS LOGISTICA CONTAGEM;17953,03601
22552;42102001;22552 - LOGISTICA - SC FR;42102001 - FRETES SOBRE TRANSFERENCIAS;102,5960667
22552;42102002;22552 - LOGISTICA - SC FR;42102002 - FRETES SOBRE VENDAS;419,72
22552;42102004;22552 - LOGISTICA - SC FR;42102004 - FRETES SOBRE DISTRIBUICAO;28,99
22552;42102098;22552 - LOGISTICA - SC FR;42102098 - FRETES - AJUSTES PROVISAO;39,12574502
22552;49901054;22552 - LOGISTICA - SC FR;49901054 - RATEIOS LOGISTICA DA FILIAL;170,7066663
22552;49901053;22552 - LOGISTICA - SC FR;49901053 - RATEIOS LOGISTICA CONTAGEM;88,01557181
22553;42102001;22553 - LOGISTICA - SC FN;42102001 - FRETES SOBRE TRANSFERENCIAS;72,86945858
22553;42102002;22553 - LOGISTICA - SC FN;42102002 - FRETES SOBRE VENDAS;252,73
22553;42102004;22553 - LOGISTICA - SC FN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22553;42102098;22553 - LOGISTICA - SC FN;42102098 - FRETES - AJUSTES PROVISAO;27,14957143
22553;49901054;22553 - LOGISTICA - SC FN;49901054 - RATEIOS LOGISTICA DA FILIAL;121,2454117
22553;49901053;22553 - LOGISTICA - SC FN;49901053 - RATEIOS LOGISTICA CONTAGEM;62,51357647
22554;42102001;22554 - LOGISTICA - SC FP;42102001 - FRETES SOBRE TRANSFERENCIAS;277,297865
22554;42102002;22554 - LOGISTICA - SC FP;42102002 - FRETES SOBRE VENDAS;850,94
22554;42102098;22554 - LOGISTICA - SC FP;42102098 - FRETES - AJUSTES PROVISAO;169,5644852
22554;49901054;22554 - LOGISTICA - SC FP;49901054 - RATEIOS LOGISTICA DA FILIAL;461,3880007
22554;49901053;22554 - LOGISTICA - SC FP;49901053 - RATEIOS LOGISTICA CONTAGEM;237,8895305
22555;42102001;22555 - LOGISTICA - SC CR;42102001 - FRETES SOBRE TRANSFERENCIAS;1285,210455
22555;42102002;22555 - LOGISTICA - SC CR;42102002 - FRETES SOBRE VENDAS;21469,53
22555;42102004;22555 - LOGISTICA - SC CR;42102004 - FRETES SOBRE DISTRIBUICAO;99,91
22555;42102098;22555 - LOGISTICA - SC CR;42102098 - FRETES - AJUSTES PROVISAO;-4346,21
22555;49901054;22555 - LOGISTICA - SC CR;49901054 - RATEIOS LOGISTICA DA FILIAL;2138,424984
22555;49901053;22555 - LOGISTICA - SC CR;49901053 - RATEIOS LOGISTICA CONTAGEM;4928,405166
22556;42102001;22556 - LOGISTICA - SC CN;42102001 - FRETES SOBRE TRANSFERENCIAS;875,5342594
22556;42102002;22556 - LOGISTICA - SC CN;42102002 - FRETES SOBRE VENDAS;2755,67
22556;42102098;22556 - LOGISTICA - SC CN;42102098 - FRETES - AJUSTES PROVISAO;-764,73
22556;49901054;22556 - LOGISTICA - SC CN;49901054 - RATEIOS LOGISTICA DA FILIAL;1456,776458
22556;49901053;22556 - LOGISTICA - SC CN;49901053 - RATEIOS LOGISTICA CONTAGEM;751,1072395
22600;42102001;22600 - LOGISTICA - PE VR;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22600;42102002;22600 - LOGISTICA - PE VR;42102002 - FRETES SOBRE VENDAS;34945,16
22600;42102004;22600 - LOGISTICA - PE VR;42102004 - FRETES SOBRE DISTRIBUICAO;0
22600;42102098;22600 - LOGISTICA - PE VR;42102098 - FRETES - AJUSTES PROVISAO;-3552,6
22600;42113001;22600 - LOGISTICA - PE VR;42113001 - DESPESAS COM ARMAZENAGEM;7573,98
22600;49901054;22600 - LOGISTICA - PE VR;49901054 - RATEIOS LOGISTICA DA FILIAL;-3852,579676
22600;49901053;22600 - LOGISTICA - PE VR;49901053 - RATEIOS LOGISTICA CONTAGEM;10929,42203
22601;42102001;22601 - LOGISTICA - PE VN;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22601;42102002;22601 - LOGISTICA - PE VN;42102002 - FRETES SOBRE VENDAS;14183,74
22601;42102004;22601 - LOGISTICA - PE VN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22601;42102098;22601 - LOGISTICA - PE VN;42102098 - FRETES - AJUSTES PROVISAO;-28642,58
22601;49901054;22601 - LOGISTICA - PE VN;49901054 - RATEIOS LOGISTICA DA FILIAL;1656,247695
22601;49901053;22601 - LOGISTICA - PE VN;49901053 - RATEIOS LOGISTICA CONTAGEM;4864,252289
22602;42102001;22602 - LOGISTICA - PE FR;42102001 - FRETES SOBRE TRANSFERENCIAS;279,6472176
22602;42102002;22602 - LOGISTICA - PE FR;42102002 - FRETES SOBRE VENDAS;177,81
22602;42102004;22602 - LOGISTICA - PE FR;42102004 - FRETES SOBRE DISTRIBUICAO;0
22602;42102098;22602 - LOGISTICA - PE FR;42102098 - FRETES - AJUSTES PROVISAO;0
22602;49901054;22602 - LOGISTICA - PE FR;49901054 - RATEIOS LOGISTICA DA FILIAL;117,4508597
22602;49901053;22602 - LOGISTICA - PE FR;49901053 - RATEIOS LOGISTICA CONTAGEM;344,9427371
22603;42102001;22603 - LOGISTICA - PE FN;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22603;42102004;22603 - LOGISTICA - PE FN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22603;42102098;22603 - LOGISTICA - PE FN;42102098 - FRETES - AJUSTES PROVISAO;0
22603;49901054;22603 - LOGISTICA - PE FN;49901054 - RATEIOS LOGISTICA DA FILIAL;0
22603;49901053;22603 - LOGISTICA - PE FN;49901053 - RATEIOS LOGISTICA CONTAGEM;0
22606;42102001;22606 - LOGISTICA - PE CN;42102001 - FRETES SOBRE TRANSFERENCIAS;234,1122963
22606;42102002;22606 - LOGISTICA - PE CN;42102002 - FRETES SOBRE VENDAS;10522
22606;42102004;22606 - LOGISTICA - PE CN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22606;42102098;22606 - LOGISTICA - PE CN;42102098 - FRETES - AJUSTES PROVISAO;-4003,3
22606;49901054;22606 - LOGISTICA - PE CN;49901054 - RATEIOS LOGISTICA DA FILIAL;676,2411178
22606;49901053;22606 - LOGISTICA - PE CN;49901053 - RATEIOS LOGISTICA CONTAGEM;1986,060065
22650;42102001;22650 - LOGISTICA - AM VR;42102001 - FRETES SOBRE TRANSFERENCIAS;101,9630678
22650;42102002;22650 - LOGISTICA - AM VR;42102002 - FRETES SOBRE VENDAS;334,6730085
22650;42102004;22650 - LOGISTICA - AM VR;42102004 - FRETES SOBRE DISTRIBUICAO;0
22650;42102098;22650 - LOGISTICA - AM VR;42102098 - FRETES - AJUSTES PROVISAO;482,33
22650;49901054;22650 - LOGISTICA - AM VR;49901054 - RATEIOS LOGISTICA DA FILIAL;92,76587952
22650;49901053;22650 - LOGISTICA - AM VR;49901053 - RATEIOS LOGISTICA CONTAGEM;132,3695206
22651;42102001;22651 - LOGISTICA - AM VN;42102001 - FRETES SOBRE TRANSFERENCIAS;0
22651;42102002;22651 - LOGISTICA - AM VN;42102002 - FRETES SOBRE VENDAS;1,36E-12
22651;42102004;22651 - LOGISTICA - AM VN;42102004 - FRETES SOBRE DISTRIBUICAO;0
22651;42102098;22651 - LOGISTICA - AM VN;42102098 - FRETES - AJUSTES PROVISAO;1282,52
22651;49901054;22651 - LOGISTICA - AM VN;49901054 - RATEIOS LOGISTICA DA FILIAL;0
22651;49901053;22651 - LOGISTICA - AM VN;49901053 - RATEIOS LOGISTICA CONTAGEM;1174,301366
22700;41101001;22700 - LOGISTICA CORPORATIVA;41101001 - SALARIOS;138763,74
22700;41101002;22700 - LOGISTICA CORPORATIVA;41101002 - HORAS EXTRAS;4,27
22700;41101003;22700 - LOGISTICA CORPORATIVA;41101003 - ADICIONAIS DE SALARIOS;12363,22
22700;41101005;22700 - LOGISTICA CORPORATIVA;41101005 - AJUDA DE CUSTO;296,45
22700;41101006;22700 - LOGISTICA CORPORATIVA;41101006 - OUTRAS REMUNERACOES;297,48
22700;41101008;22700 - LOGISTICA CORPORATIVA;41101008 - ENCARGOS SOCIAIS - INSS;57630,39
22700;41101009;22700 - LOGISTICA CORPORATIVA;41101009 - ENC. SOCIAIS - FGTS;14626,95
22700;41101010;22700 - LOGISTICA CORPORATIVA;41101010 - FERIAS;16544,85
22700;41101012;22700 - LOGISTICA CORPORATIVA;41101012 - DECIMO TERCEIRO SALARIO;12583,23
22700;41101023;22700 - LOGISTICA CORPORATIVA;41101023 - AJUDA DE CUSTO ESCOLAR;413,46
22700;41101025;22700 - LOGISTICA CORPORATIVA;41101025 - R.S.R. SOBRE HORA EXTRA;0,66
22700;41101027;22700 - LOGISTICA CORPORATIVA;41101027 - PROVISAO PPR;18480,57
22700;41101028;22700 - LOGISTICA CORPORATIVA;41101028 - PROVISAO BANCO DE HORAS;889,88
22700;41102001;22700 - LOGISTICA CORPORATIVA;41102001 - MEDICAMENTOS;-0,79
22700;41102003;22700 - LOGISTICA CORPORATIVA;41102003 - UNIFORMES;287,97
22700;41102004;22700 - LOGISTICA CORPORATIVA;41102004 - EPI;1104,02
22700;41102005;22700 - LOGISTICA CORPORATIVA;41102005 - VALE TRANSPORTE;3316,59
22700;41102009;22700 - LOGISTICA CORPORATIVA;41102009 - TICKETS RESTAURANTE;449,17
22700;41102011;22700 - LOGISTICA CORPORATIVA;41102011 - ASSISTENCIA MEDICA;13834,45
22700;41102014;22700 - LOGISTICA CORPORATIVA;41102014 - DESP. ODONTOLOGICAS;50,74
22700;41102017;22700 - LOGISTICA CORPORATIVA;41102017 - SEGURO DE VIDA;490,64
22700;41102022;22700 - LOGISTICA CORPORATIVA;41102022 - CESTA BASICA;4812,22
22700;42101015;22700 - LOGISTICA CORPORATIVA;42101015 - BENS DE PEQUENO VALOR;-75
22700;42102003;22700 - LOGISTICA CORPORATIVA;42102003 - OUTROS FRETES;37698,81
22700;42103001;22700 - LOGISTICA CORPORATIVA;42103001 - ALUGUEIS DE EQUIPAMENTOS;19800
22700;42103003;22700 - LOGISTICA CORPORATIVA;42103003 - ALUGUEIS DE VEICULOS;1744,76
22700;42104001;22700 - LOGISTICA CORPORATIVA;42104001 - MANUTENCAO DE MAQUINAS E EQUIPAMENTOS;5808,55
22700;42104003;22700 - LOGISTICA CORPORATIVA;42104003 - MANUTENCAO DE EDIFICIOS E INSTALACOES;2193,55
22700;42105009;22700 - LOGISTICA CORPORATIVA;42105009 - SERVICO MOVIMENTACAO DE MATERIAIS;3693,52
22700;42105010;22700 - LOGISTICA CORPORATIVA;42105010 - CONSULTORIA;1534,36
22700;42105017;22700 - LOGISTICA CORPORATIVA;42105017 - FRETES/ CARRETOS;36,51
22700;42105020;22700 - LOGISTICA CORPORATIVA;42105020 - SERVICOS REFORMA DE UNIFORMES;1887,6
22700;42106004;22700 - LOGISTICA CORPORATIVA;42106004 - REFEICOES E LANCHES;27,34
22700;42106006;22700 - LOGISTICA CORPORATIVA;42106006 - DESPESAS COM TAXI;1239,91
22700;42107002;22700 - LOGISTICA CORPORATIVA;42107002 - COMBUSTIVEIS - VEICULOS;793,43
22700;42108001;22700 - LOGISTICA CORPORATIVA;42108001 - TELEFONIA FIXA;53,66
22700;42108002;22700 - LOGISTICA CORPORATIVA;42108002 - TELEFONIA MOVEL;292,44
22700;42109002;22700 - LOGISTICA CORPORATIVA;42109002 - DESPESA LICENCA DE USO DE SOFTWARE;18380
22700;42109008;22700 - LOGISTICA CORPORATIVA;42109008 - CONSULTORIA TI;1237,24
22700;42109009;22700 - LOGISTICA CORPORATIVA;42109009 - SERVICOS TERCEIRIZADOS DE TI;-14129,03
22700;42110004;22700 - LOGISTICA CORPORATIVA;42110004 - SEGURO DE RISCOS DIVERSOS;36755,88
22700;42111001;22700 - LOGISTICA CORPORATIVA;42111001 - MATERIAL DE LIMPEZA;166,95
22700;42111002;22700 - LOGISTICA CORPORATIVA;42111002 - MATERIAL DE ESCRITORIO;695,75
22700;42111006;22700 - LOGISTICA CORPORATIVA;42111006 - ENERGIA ELETRICA;103737,14
22700;42111026;22700 - LOGISTICA CORPORATIVA;42111026 - DESCARTES E RESIDUOS;1040,91
22700;42113001;22700 - LOGISTICA CORPORATIVA;42113001 - DESPESAS COM ARMAZENAGEM;5297,1
22700;42115001;22700 - LOGISTICA CORPORATIVA;42115001 - DEPRECIACAO;125349,28
22700;42115002;22700 - LOGISTICA CORPORATIVA;42115002 - AMORTIZACAO;1744,01
22700;42117001;22700 - LOGISTICA CORPORATIVA;42117001 - CONSUMO DE PRODUTO ACABADO;207,67
22700;42117004;22700 - LOGISTICA CORPORATIVA;42117004 - CONSUMO DE MATERIAL DE EMBALAGEM;22767,68
22700;49101025;22700 - LOGISTICA CORPORATIVA;49101025 - RATEIO RECEBIDO REFEITORIO;7334,63
22700;49101026;22700 - LOGISTICA CORPORATIVA;49101026 - RATEIO RECEBIDO LIMPEZA;3557,34
22700;49101030;22700 - LOGISTICA CORPORATIVA;49101030 - RATEIO RECEBIDO LAVANDERIA DE UNIFORMES;146,14
22700;49101032;22700 - LOGISTICA CORPORATIVA;49101032 - RATEIOS RECEBIDOS PROG JOVEM APRENDIZ;800,28
22700;49901053;22700 - LOGISTICA CORPORATIVA;49901053 - RATEIOS LOGISTICA CONTAGEM;-754303,9706
22701;42105002;22701 - LOGISTICA - MG (CD RIB. DAS NEVES);42105002 - ADVOGADO PESSOA JURIDICA;573,59
22701;42108002;22701 - LOGISTICA - MG (CD RIB. DAS NEVES);42108002 - TELEFONIA MOVEL;304,75
22702;41101001;22702 - SUPPLY CHAIN;41101001 - SALARIOS;11839,67
22702;41101008;22702 - SUPPLY CHAIN;41101008 - ENCARGOS SOCIAIS - INSS;4116,14
22702;41101009;22702 - SUPPLY CHAIN;41101009 - ENC. SOCIAIS - FGTS;1142,82
22702;41101010;22702 - SUPPLY CHAIN;41101010 - FERIAS;1397,61
22702;41101012;22702 - SUPPLY CHAIN;41101012 - DECIMO TERCEIRO SALARIO;1048,2
22702;41101027;22702 - SUPPLY CHAIN;41101027 - PROVISAO PPR;1309,9
22702;41102008;22702 - SUPPLY CHAIN;41102008 - REFEITORIO;-27,6
22702;41102011;22702 - SUPPLY CHAIN;41102011 - ASSISTENCIA MEDICA;537,65
22702;41102014;22702 - SUPPLY CHAIN;41102014 - DESP. ODONTOLOGICAS;-0,87
22702;41102017;22702 - SUPPLY CHAIN;41102017 - SEGURO DE VIDA;45
22702;41102021;22702 - SUPPLY CHAIN;41102021 - EXAMES MEDICOS;471
22702;42103003;22702 - SUPPLY CHAIN;42103003 - ALUGUEIS DE VEICULOS;22,06
22702;42106001;22702 - SUPPLY CHAIN;42106001 - VIAGENS AO EXTERIOR;4000,21
22702;42106004;22702 - SUPPLY CHAIN;42106004 - REFEICOES E LANCHES;268,99
22702;42106005;22702 - SUPPLY CHAIN;42106005 - DESPESAS COM CONDUCAO;33,09
22702;42106008;22702 - SUPPLY CHAIN;42106008 - HOSPEDAGEM;21,96
22702;42107002;22702 - SUPPLY CHAIN;42107002 - COMBUSTIVEIS - VEICULOS;65,89
22702;42107005;22702 - SUPPLY CHAIN;42107005 - ESTACIONAMENTO/PEDAGIO;78,75
22702;42109005;22702 - SUPPLY CHAIN;42109005 - CONSULTORIA DATASUL;1139,28
22702;42115001;22702 - SUPPLY CHAIN;42115001 - DEPRECIACAO;258,55
22702;42115002;22702 - SUPPLY CHAIN;42115002 - AMORTIZACAO;10,71
22702;49101025;22702 - SUPPLY CHAIN;49101025 - RATEIO RECEBIDO REFEITORIO;399,04
22702;49101026;22702 - SUPPLY CHAIN;49101026 - RATEIO RECEBIDO LIMPEZA;173,51
22702;49101032;22702 - SUPPLY CHAIN;49101032 - RATEIOS RECEBIDOS PROG JOVEM APRENDIZ;39,04
22710;41101001;22710 - LOGISTICA - MG INT VR;41101001 - SALARIOS;1445,29
22710;41101008;22710 - LOGISTICA - MG INT VR;41101008 - ENCARGOS SOCIAIS - INSS;472,29
22710;41101009;22710 - LOGISTICA - MG INT VR;41101009 - ENC. SOCIAIS - FGTS;160,58
22710;41101010;22710 - LOGISTICA - MG INT VR;41101010 - FERIAS;321,17
22710;41101012;22710 - LOGISTICA - MG INT VR;41101012 - DECIMO TERCEIRO SALARIO;240,88
22710;41101027;22710 - LOGISTICA - MG INT VR;41101027 - PROVISAO PPR;264,97
